country;date;value;Name
Georgia (cons); 1998;0,12044;P90vsP10
Georgia (cons); 1999;0,13168;P90vsP10
Georgia (cons); 2000;0,1267;P90vsP10
Georgia (cons); 2001;0,13916;P90vsP10
Georgia (cons); 2002;0,16255;P90vsP10
Georgia (cons); 2003;0,16383;P90vsP10
Georgia (cons); 2004;0,16071;P90vsP10
Georgia (cons); 2005;0,15945;P90vsP10
Georgia (cons); 2006;0,16361;P90vsP10
Georgia (cons); 2007;0,15598;P90vsP10
Georgia (cons); 2008;0,15616;P90vsP10
Georgia (cons); 2009;0,15759;P90vsP10
Georgia (cons); 2010;0,14219;P90vsP10
Georgia (cons); 2011;0,13996;P90vsP10
Georgia (cons); 2012;0,15508;P90vsP10
Georgia (cons); 2013;0,16163;P90vsP10
Georgia (cons); 2014;0,17023;P90vsP10
Georgia (cons); 2015;0,18194;P90vsP10
Georgia (cons); 2016;0,17983;P90vsP10
Germany (inc); 1991;0,26501;P90vsP10
Germany (inc); 1994;0,24615;P90vsP10
Germany (inc); 2000;0,25772;P90vsP10
Germany (inc); 2001;0,24573;P90vsP10
Germany (inc); 2004;0,24023;P90vsP10
Germany (inc); 2006;0,23575;P90vsP10
Germany (inc); 2007;0,23569;P90vsP10
Germany (inc); 2010;0,24278;P90vsP10
Germany (inc); 2011;0,24382;P90vsP10
Germany (inc); 2013;0,23233;P90vsP10
Germany (inc); 2015;0,21837;P90vsP10
Ghana (cons); 1988;0,19424;P90vsP10
Ghana (cons); 1989;0,19435;P90vsP10
Ghana (cons); 1992;0,1745;P90vsP10
Ghana (cons); 1998;0,15307;P90vsP10
Ghana (cons); 2006;0,12849;P90vsP10
Ghana (cons); 2013;0,1364;P90vsP10
Greece (inc); 2003;0,20102;P90vsP10
Greece (inc); 2004;0,19067;P90vsP10
Greece (inc); 2005;0,18512;P90vsP10
Greece (inc); 2006;0,17657;P90vsP10
Greece (inc); 2007;0,18625;P90vsP10
Greece (inc); 2008;0,18912;P90vsP10
Greece (inc); 2009;0,18439;P90vsP10
Greece (inc); 2010;0,17669;P90vsP10
Greece (inc); 2011;0,15303;P90vsP10
Greece (inc); 2012;0,14378;P90vsP10
Greece (inc); 2013;0,14932;P90vsP10
Greece (inc); 2014;0,14703;P90vsP10
Greece (inc); 2015;0,14553;P90vsP10
Guatemala (inc); 1987;0,06703;P90vsP10
Guatemala (inc); 1989;0,04777;P90vsP10
Guatemala (inc); 2000;0,07863;P90vsP10
Guatemala (inc); 2006;0,07307;P90vsP10
Guatemala (inc); 2014;0,10899;P90vsP10
Guinea (cons); 1991;0,06754;P90vsP10
Guinea (cons); 1994;0,13319;P90vsP10
Guinea (cons); 2002;0,14824;P90vsP10
Guinea (cons); 2007;0,16512;P90vsP10
Guinea (cons); 2012;0,2098;P90vsP10
Guinea-Bissau (cons); 1993;0,14423;P90vsP10
Guinea-Bissau (cons); 2002;0,19803;P90vsP10
Guinea-Bissau (cons); 2010;0,10404;P90vsP10
Guyana (inc); 1998;0,10559;P90vsP10
Haiti (cons); 2012;0,14264;P90vsP10
Haiti (inc); 2001;0,04519;P90vsP10
Haiti (inc); 2012;0,03949;P90vsP10
Honduras (Urban) (inc); 1986;0,08115;P90vsP10
Honduras (inc); 1989;0,0692;P90vsP10
Honduras (inc); 1990;0,06842;P90vsP10
Honduras (inc); 1991;0,08334;P90vsP10
Honduras (inc); 1992;0,08822;P90vsP10
Honduras (inc); 1993;0,07901;P90vsP10
Honduras (inc); 1994;0,06712;P90vsP10
Honduras (inc); 1995;0,06997;P90vsP10
Honduras (inc); 1996;0,0635;P90vsP10
Honduras (inc); 1997;0,08189;P90vsP10
Honduras (inc); 1998;0,03723;P90vsP10
Honduras (inc); 1999;0,04029;P90vsP10
Honduras (inc); 2001;0,05804;P90vsP10
Honduras (inc); 2002;0,0571;P90vsP10
Honduras (inc); 2003;0,04984;P90vsP10
Honduras (inc); 2004;0,04926;P90vsP10
Honduras (inc); 2005;0,03835;P90vsP10
Honduras (inc); 2006;0,04312;P90vsP10
Honduras (inc); 2007;0,06367;P90vsP10
Honduras (inc); 2008;0,06005;P90vsP10
Honduras (inc); 2009;0,07703;P90vsP10
Honduras (inc); 2010;0,07308;P90vsP10
Honduras (inc); 2011;0,05794;P90vsP10
Honduras (inc); 2012;0,0604;P90vsP10
Honduras (inc); 2013;0,07247;P90vsP10
Honduras (inc); 2014;0,08607;P90vsP10
Honduras (inc); 2015;0,08688;P90vsP10
Honduras (inc); 2016;0,07197;P90vsP10
Hungary (cons); 1998;0,29291;P90vsP10
Hungary (cons); 1999;0,28155;P90vsP10
Hungary (cons); 2000;0,28506;P90vsP10
Hungary (cons); 2001;0,28356;P90vsP10
Hungary (cons); 2002;0,29179;P90vsP10
Hungary (cons); 2003;0,23568;P90vsP10
Hungary (cons); 2004;0,24747;P90vsP10
Hungary (cons); 2005;0,24539;P90vsP10
Hungary (cons); 2006;0,25713;P90vsP10
Hungary (cons); 2007;0,23515;P90vsP10
Hungary (inc); 1987;0,37767;P90vsP10
Hungary (inc); 1989;0,33076;P90vsP10
Hungary (inc); 1993;0,28212;P90vsP10
Hungary (inc); 2004;0,23879;P90vsP10
Hungary (inc); 2005;0,18098;P90vsP10
Hungary (inc); 2006;0,25277;P90vsP10
Hungary (inc); 2007;0,26073;P90vsP10
Hungary (inc); 2008;0,26493;P90vsP10
Hungary (inc); 2009;0,27095;P90vsP10
Hungary (inc); 2010;0,23779;P90vsP10
Hungary (inc); 2011;0,23257;P90vsP10
Hungary (inc); 2012;0,21466;P90vsP10
Hungary (inc); 2013;0,21094;P90vsP10
Hungary (inc); 2014;0,21333;P90vsP10
Hungary (inc); 2015;0,22194;P90vsP10
Iceland (inc); 2003;0,27473;P90vsP10
Iceland (inc); 2004;0,26878;P90vsP10
Iceland (inc); 2005;0,25983;P90vsP10
Iceland (inc); 2006;0,24528;P90vsP10
Iceland (inc); 2007;0,25751;P90vsP10
Iceland (inc); 2008;0,23783;P90vsP10
Iceland (inc); 2009;0,25905;P90vsP10
Iceland (inc); 2010;0,28337;P90vsP10
Iceland (inc); 2011;0,27342;P90vsP10
Iceland (inc); 2012;0,27821;P90vsP10
Iceland (inc); 2013;0,30422;P90vsP10
Iceland (inc); 2014;0,27199;P90vsP10
India (Rural) (cons); 1983;0,26226;P90vsP10
India (Rural) (cons); 1988;0,2657;P90vsP10
India (Rural) (cons); 1994;0,28181;P90vsP10
India (Rural) (cons); 2005;0,26779;P90vsP10
India (Rural) (cons); 2010;0,26993;P90vsP10
India (Rural) (cons); 2012;0,25969;P90vsP10
India (Urban) (cons); 1983;0,23808;P90vsP10
India (Urban) (cons); 1988;0,22198;P90vsP10
India (Urban) (cons); 1994;0,2237;P90vsP10
India (Urban) (cons); 2005;0,19886;P90vsP10
India (Urban) (cons); 2010;0,18663;P90vsP10
India (Urban) (cons); 2012;0,18805;P90vsP10
India (cons); 2012;0,22617;P90vsP10
Indonesia (Rural) (cons); 1984;0,26974;P90vsP10
Indonesia (Rural) (cons); 1987;0,2952;P90vsP10
Indonesia (Rural) (cons); 1990;0,31224;P90vsP10
Indonesia (Rural) (cons); 1993;0,31375;P90vsP10
Indonesia (Rural) (cons); 1996;0,29432;P90vsP10
Indonesia (Rural) (cons); 1998;0,30844;P90vsP10
Indonesia (Rural) (cons); 1999;0,32419;P90vsP10
Indonesia (Rural) (cons); 2000;0,33535;P90vsP10
Indonesia (Rural) (cons); 2001;0,34075;P90vsP10
Indonesia (Rural) (cons); 2002;0,32565;P90vsP10
Indonesia (Rural) (cons); 2003;0,32615;P90vsP10
Indonesia (Rural) (cons); 2004;0,30729;P90vsP10
Indonesia (Rural) (cons); 2005;0,28864;P90vsP10
Indonesia (Rural) (cons); 2006;0,26972;P90vsP10
Indonesia (Rural) (cons); 2007;0,26966;P90vsP10
Indonesia (Rural) (cons); 2008;0,27001;P90vsP10
Indonesia (Rural) (cons); 2009;0,27489;P90vsP10
Indonesia (Rural) (cons); 2010;0,2581;P90vsP10
Indonesia (Rural) (cons); 2011;0,23659;P90vsP10
Indonesia (Rural) (cons); 2012;0,24889;P90vsP10
Indonesia (Rural) (cons); 2013;0,25623;P90vsP10
Indonesia (Rural) (cons); 2014;0,25475;P90vsP10
Indonesia (Rural) (cons); 2015;0,23473;P90vsP10
Indonesia (Rural) (cons); 2016;0,23682;P90vsP10
Indonesia (Rural) (cons); 2017;0,23982;P90vsP10
Indonesia (Urban) (cons); 1984;0,22671;P90vsP10
Indonesia (Urban) (cons); 1987;0,23766;P90vsP10
Indonesia (Urban) (cons); 1990;0,22739;P90vsP10
Indonesia (Urban) (cons); 1993;0,21757;P90vsP10
Indonesia (Urban) (cons); 1996;0,19917;P90vsP10
Indonesia (Urban) (cons); 1998;0,22656;P90vsP10
Indonesia (Urban) (cons); 1999;0,22241;P90vsP10
Indonesia (Urban) (cons); 2000;0,25074;P90vsP10
Indonesia (Urban) (cons); 2001;0,25158;P90vsP10
Indonesia (Urban) (cons); 2002;0,23683;P90vsP10
Indonesia (Urban) (cons); 2003;0,22954;P90vsP10
Indonesia (Urban) (cons); 2004;0,22516;P90vsP10
Indonesia (Urban) (cons); 2005;0,22555;P90vsP10
Indonesia (Urban) (cons); 2006;0,21143;P90vsP10
Indonesia (Urban) (cons); 2007;0,20073;P90vsP10
Indonesia (Urban) (cons); 2008;0,20413;P90vsP10
Indonesia (Urban) (cons); 2009;0,2009;P90vsP10
Indonesia (Urban) (cons); 2010;0,19396;P90vsP10
Indonesia (Urban) (cons); 2011;0,17098;P90vsP10
Indonesia (Urban) (cons); 2012;0,17011;P90vsP10
Indonesia (Urban) (cons); 2013;0,16823;P90vsP10
Indonesia (Urban) (cons); 2014;0,16954;P90vsP10
Indonesia (Urban) (cons); 2015;0,16397;P90vsP10
Indonesia (Urban) (cons); 2016;0,16908;P90vsP10
Indonesia (Urban) (cons); 2017;0,16852;P90vsP10
Indonesia (cons); 2013;0,19786;P90vsP10
Iran (cons); 1986;0,11794;P90vsP10
Iran (cons); 1990;0,13618;P90vsP10
Iran (cons); 1994;0,14609;P90vsP10
Iran (cons); 1998;0,13647;P90vsP10
Iran (cons); 2005;0,13433;P90vsP10
Iran (cons); 2006;0,12936;P90vsP10
Iran (cons); 2009;0,13442;P90vsP10
Iran (cons); 2013;0,18279;P90vsP10
Iran (cons); 2014;0,16406;P90vsP10
Iraq (cons); 2007;0,27679;P90vsP10
Iraq (cons); 2012;0,26071;P90vsP10
Ireland (inc); 2003;0,21429;P90vsP10
Ireland (inc); 2004;0,20787;P90vsP10
Ireland (inc); 2005;0,21452;P90vsP10
Ireland (inc); 2006;0,21845;P90vsP10
Ireland (inc); 2007;0,22995;P90vsP10
Ireland (inc); 2008;0,23214;P90vsP10
Ireland (inc); 2009;0,20939;P90vsP10
Ireland (inc); 2010;0,20632;P90vsP10
Ireland (inc); 2011;0,20079;P90vsP10
Ireland (inc); 2012;0,20842;P90vsP10
Ireland (inc); 2013;0,19906;P90vsP10
Ireland (inc); 2014;0,22236;P90vsP10
Ireland (inc); 2015;0,22118;P90vsP10
Israel (inc); 1986;0,18082;P90vsP10
Israel (inc); 1992;0,19474;P90vsP10
Israel (inc); 1997;0,16848;P90vsP10
Israel (inc); 2001;0,16295;P90vsP10
Israel (inc); 2005;0,12626;P90vsP10
Israel (inc); 2007;0,13026;P90vsP10
Israel (inc); 2010;0,12231;P90vsP10
Israel (inc); 2012;0,12017;P90vsP10
Italy (inc); 2003;0,16711;P90vsP10
Italy (inc); 2004;0,17497;P90vsP10
Italy (inc); 2005;0,1748;P90vsP10
Italy (inc); 2006;0,18103;P90vsP10
Italy (inc); 2007;0,18613;P90vsP10
Italy (inc); 2008;0,17652;P90vsP10
Italy (inc); 2009;0,17125;P90vsP10
Italy (inc); 2010;0,15328;P90vsP10
Italy (inc); 2011;0,15572;P90vsP10
Italy (inc); 2012;0,15005;P90vsP10
Italy (inc); 2013;0,14828;P90vsP10
Italy (inc); 2014;0,15012;P90vsP10
Italy (inc); 2015;0,13462;P90vsP10
Jamaica (cons); 1988;0,14049;P90vsP10
Jamaica (cons); 1990;0,16168;P90vsP10
Jamaica (cons); 1993;0,18829;P90vsP10
Jamaica (cons); 1996;0,16259;P90vsP10
Jamaica (cons); 1999;0,13344;P90vsP10
Jamaica (cons); 2002;0,11736;P90vsP10
Jamaica (cons); 2004;0,13301;P90vsP10
Japan (inc); 2008;0,19663;P90vsP10
Jordan (cons); 1987;0,20952;P90vsP10
Jordan (cons); 1992;0,1599;P90vsP10
Jordan (cons); 1997;0,21065;P90vsP10
Jordan (cons); 2003;0,19608;P90vsP10
Jordan (cons); 2006;0,22235;P90vsP10
Jordan (cons); 2008;0,23942;P90vsP10
Jordan (cons); 2010;0,22906;P90vsP10
Kazakhstan (cons); 1996;0,18874;P90vsP10
Kazakhstan (cons); 2001;0,18383;P90vsP10
Kazakhstan (cons); 2002;0,20293;P90vsP10
Kazakhstan (cons); 2003;0,21327;P90vsP10
Kazakhstan (cons); 2004;0,23608;P90vsP10
Kazakhstan (cons); 2005;0,15848;P90vsP10
Kazakhstan (cons); 2006;0,25497;P90vsP10
Kazakhstan (cons); 2007;0,26054;P90vsP10
Kazakhstan (cons); 2008;0,28059;P90vsP10
Kazakhstan (cons); 2009;0,28058;P90vsP10
Kazakhstan (cons); 2010;0,28607;P90vsP10
Kazakhstan (cons); 2011;0,28925;P90vsP10
Kazakhstan (cons); 2012;0,28965;P90vsP10
Kazakhstan (cons); 2013;0,30228;P90vsP10
Kazakhstan (cons); 2014;0,30224;P90vsP10
Kazakhstan (cons); 2015;0,30554;P90vsP10
Kazakhstan (inc); 1993;0,21852;P90vsP10
Kenya (cons); 1992;0,08067;P90vsP10
Kenya (cons); 1994;0,1257;P90vsP10
Kenya (cons); 1997;0,14371;P90vsP10
Kenya (cons); 2005;0,11798;P90vsP10
Kenya (cons); 2016;0,1594;P90vsP10
Kiribati (cons); 2006;0,17288;P90vsP10
Kosovo (cons); 2003;0,27251;P90vsP10
Kosovo (cons); 2005;0,23762;P90vsP10
Kosovo (cons); 2006;0,24947;P90vsP10
Kosovo (cons); 2009;0,22834;P90vsP10
Kosovo (cons); 2010;0,22429;P90vsP10
Kosovo (cons); 2011;0,27165;P90vsP10
Kosovo (cons); 2012;0,25915;P90vsP10
Kosovo (cons); 2013;0,29612;P90vsP10
Kosovo (cons); 2014;0,27376;P90vsP10
Kosovo (cons); 2015;0,29306;P90vsP10
Kosovo (cons); 2016;0,28399;P90vsP10
Kyrgyzstan (cons); 1998;0,10017;P90vsP10
Kyrgyzstan (cons); 2000;0,25248;P90vsP10
Kyrgyzstan (cons); 2001;0,26064;P90vsP10
Kyrgyzstan (cons); 2002;0,25503;P90vsP10
Kyrgyzstan (cons); 2003;0,27705;P90vsP10
Kyrgyzstan (cons); 2004;0,21637;P90vsP10
Kyrgyzstan (cons); 2005;0,23919;P90vsP10
Kyrgyzstan (cons); 2006;0,20019;P90vsP10
Kyrgyzstan (cons); 2007;0,21526;P90vsP10
Kyrgyzstan (cons); 2008;0,24051;P90vsP10
Kyrgyzstan (cons); 2009;0,26811;P90vsP10
Kyrgyzstan (cons); 2010;0,24453;P90vsP10
Kyrgyzstan (cons); 2011;0,29124;P90vsP10
Kyrgyzstan (cons); 2012;0,28346;P90vsP10
Kyrgyzstan (cons); 2013;0,27699;P90vsP10
Kyrgyzstan (cons); 2014;0,3057;P90vsP10
Kyrgyzstan (cons); 2015;0,27591;P90vsP10
Kyrgyzstan (cons); 2016;0,30501;P90vsP10
Laos (cons); 1992;0,2282;P90vsP10
Laos (cons); 1997;0,21791;P90vsP10
Laos (cons); 2002;0,24218;P90vsP10
Laos (cons); 2007;0,2147;P90vsP10
Laos (cons); 2012;0,20503;P90vsP10
Latvia (cons); 1997;0,20192;P90vsP10
Latvia (cons); 1998;0,20192;P90vsP10
Latvia (cons); 2002;0,19146;P90vsP10
Latvia (cons); 2003;0,18027;P90vsP10
Latvia (cons); 2004;0,19032;P90vsP10
Latvia (cons); 2007;0,18437;P90vsP10
Latvia (cons); 2008;0,18645;P90vsP10
Latvia (cons); 2009;0,19245;P90vsP10
Latvia (inc); 1993;0,30512;P90vsP10
Latvia (inc); 1995;0,22425;P90vsP10
Latvia (inc); 1996;0,2065;P90vsP10
Latvia (inc); 2004;0,15349;P90vsP10
Latvia (inc); 2005;0,13924;P90vsP10
Latvia (inc); 2006;0,17036;P90vsP10
Latvia (inc); 2007;0,16411;P90vsP10
Latvia (inc); 2008;0,15197;P90vsP10
Latvia (inc); 2009;0,1444;P90vsP10
Latvia (inc); 2010;0,15372;P90vsP10
Latvia (inc); 2011;0,16211;P90vsP10
Latvia (inc); 2012;0,16743;P90vsP10
Latvia (inc); 2013;0,16366;P90vsP10
Latvia (inc); 2014;0,16418;P90vsP10
Latvia (inc); 2015;0,18031;P90vsP10
Lebanon (cons); 2012;0,22043;P90vsP10
Lesotho (cons); 1987;0,07005;P90vsP10
Lesotho (cons); 1994;0,03367;P90vsP10
Lesotho (cons); 2003;0,06678;P90vsP10
Lesotho (cons); 2010;0,06256;P90vsP10
Liberia (cons); 2007;0,1652;P90vsP10
Liberia (cons); 2014;0,21891;P90vsP10
Lithuania (cons); 1996;0,22142;P90vsP10
Lithuania (cons); 1998;0,22205;P90vsP10
Lithuania (cons); 1999;0,22002;P90vsP10
Lithuania (cons); 2000;0,225;P90vsP10
Lithuania (cons); 2001;0,22059;P90vsP10
Lithuania (cons); 2002;0,22294;P90vsP10
Lithuania (cons); 2003;0,19846;P90vsP10
Lithuania (cons); 2004;0,19464;P90vsP10
Lithuania (cons); 2008;0,18222;P90vsP10
Lithuania (inc); 1993;0,22576;P90vsP10
Lithuania (inc); 2004;0,14302;P90vsP10
Lithuania (inc); 2005;0,15777;P90vsP10
Lithuania (inc); 2006;0,1686;P90vsP10
Lithuania (inc); 2007;0,16982;P90vsP10
Lithuania (inc); 2008;0,1612;P90vsP10
Lithuania (inc); 2009;0,13496;P90vsP10
Lithuania (inc); 2010;0,16985;P90vsP10
Lithuania (inc); 2011;0,19386;P90vsP10
Lithuania (inc); 2012;0,1696;P90vsP10
Lithuania (inc); 2013;0,17411;P90vsP10
Lithuania (inc); 2014;0,14652;P90vsP10
Lithuania (inc); 2015;0,15082;P90vsP10
Luxembourg (inc); 2003;0,23872;P90vsP10
Luxembourg (inc); 2004;0,24095;P90vsP10
Luxembourg (inc); 2005;0,2333;P90vsP10
Luxembourg (inc); 2006;0,23757;P90vsP10
Luxembourg (inc); 2007;0,23497;P90vsP10
Luxembourg (inc); 2008;0,22019;P90vsP10
Luxembourg (inc); 2009;0,23719;P90vsP10
Luxembourg (inc); 2010;0,24138;P90vsP10
Luxembourg (inc); 2011;0,22937;P90vsP10
Luxembourg (inc); 2012;0,20835;P90vsP10
Luxembourg (inc); 2013;0,22324;P90vsP10
Luxembourg (inc); 2014;0,22846;P90vsP10
Luxembourg (inc); 2015;0,19894;P90vsP10
Macedonia (cons); 1998;0,2516;P90vsP10
Macedonia (cons); 2000;0,18787;P90vsP10
Macedonia (cons); 2002;0,16375;P90vsP10
Macedonia (cons); 2003;0,16401;P90vsP10
Macedonia (cons); 2004;0,16385;P90vsP10
Macedonia (cons); 2005;0,15476;P90vsP10
Macedonia (cons); 2006;0,12988;P90vsP10
Macedonia (cons); 2008;0,12611;P90vsP10
Macedonia (inc); 2009;0,08629;P90vsP10
Macedonia (inc); 2010;0,06691;P90vsP10
Macedonia (inc); 2011;0,0769;P90vsP10
Macedonia (inc); 2012;0,10529;P90vsP10
Macedonia (inc); 2013;0,12311;P90vsP10
Macedonia (inc); 2014;0,13217;P90vsP10
Madagascar (cons); 1993;0,12873;P90vsP10
Madagascar (cons); 1997;0,15805;P90vsP10
Madagascar (cons); 1999;0,16982;P90vsP10
Madagascar (cons); 2001;0,12317;P90vsP10
Madagascar (cons); 2005;0,17278;P90vsP10
Madagascar (cons); 2010;0,15414;P90vsP10
Madagascar (cons); 2012;0,14188;P90vsP10
Malawi (cons); 1998;0,10189;P90vsP10
Malawi (cons); 2004;0,18252;P90vsP10
Malawi (cons); 2010;0,13972;P90vsP10
Malaysia (inc); 1984;0,1175;P90vsP10
Malaysia (inc); 1987;0,12777;P90vsP10
Malaysia (inc); 1989;0,13491;P90vsP10
Malaysia (inc); 1992;0,1222;P90vsP10
Malaysia (inc); 1995;0,11639;P90vsP10
Malaysia (inc); 1997;0,11258;P90vsP10
Malaysia (inc); 2004;0,11935;P90vsP10
Malaysia (inc); 2007;0,11935;P90vsP10
Malaysia (inc); 2008;0,12288;P90vsP10
Malaysia (inc); 2011;0,13452;P90vsP10
Malaysia (inc); 2013;0,1522;P90vsP10
Malaysia (inc); 2015;0,15276;P90vsP10
Maldives (cons); 2003;0,16752;P90vsP10
Maldives (cons); 2010;0,16937;P90vsP10
Mali (cons); 1994;0,11157;P90vsP10
Mali (cons); 2001;0,16793;P90vsP10
Mali (cons); 2006;0,16861;P90vsP10
Mali (cons); 2010;0,22957;P90vsP10
Malta (inc); 2006;0,25582;P90vsP10
Malta (inc); 2007;0,23989;P90vsP10
Malta (inc); 2008;0,25792;P90vsP10
Malta (inc); 2009;0,23527;P90vsP10
Malta (inc); 2010;0,25028;P90vsP10
Malta (inc); 2011;0,25051;P90vsP10
Malta (inc); 2012;0,24422;P90vsP10
Malta (inc); 2013;0,25309;P90vsP10
Malta (inc); 2014;0,25103;P90vsP10
Malta (inc); 2015;0,24856;P90vsP10
Mauritania (cons); 1987;0,10107;P90vsP10
Mauritania (cons); 1993;0,12618;P90vsP10
Mauritania (cons); 1996;0,16408;P90vsP10
Mauritania (cons); 2000;0,16647;P90vsP10
Mauritania (cons); 2004;0,16808;P90vsP10
Mauritania (cons); 2008;0,18673;P90vsP10
Mauritania (cons); 2014;0,21321;P90vsP10
Mauritius (cons); 2007;0,20454;P90vsP10
Mauritius (cons); 2012;0,19758;P90vsP10
Mexico (cons); 1984;0,10026;P90vsP10
Mexico (cons); 1992;0,10021;P90vsP10
Mexico (cons); 1994;0,10373;P90vsP10
Mexico (cons); 1996;0,1064;P90vsP10
Mexico (cons); 1998;0,09799;P90vsP10
Mexico (cons); 2000;0,09181;P90vsP10
Mexico (cons); 2002;0,10772;P90vsP10
Mexico (cons); 2004;0,10869;P90vsP10
Mexico (cons); 2005;0,10499;P90vsP10
Mexico (cons); 2006;0,11626;P90vsP10
Mexico (cons); 2008;0,12828;P90vsP10
Mexico (cons); 2010;0,12475;P90vsP10
Mexico (cons); 2012;0,12936;P90vsP10
Mexico (cons); 2014;0,13014;P90vsP10
Mexico (cons); 2016;0,14315;P90vsP10
Mexico (inc); 1989;0,08273;P90vsP10
Mexico (inc); 1992;0,08122;P90vsP10
Mexico (inc); 1994;0,07478;P90vsP10
Mexico (inc); 1996;0,05762;P90vsP10
Mexico (inc); 1998;0,07004;P90vsP10
Mexico (inc); 2000;0,08507;P90vsP10
Mexico (inc); 2002;0,09827;P90vsP10
Mexico (inc); 2004;0,09601;P90vsP10
Mexico (inc); 2005;0,09149;P90vsP10
Mexico (inc); 2006;0,10608;P90vsP10
Mexico (inc); 2008;0,09407;P90vsP10
Mexico (inc); 2010;0,10764;P90vsP10
Mexico (inc); 2012;0,10666;P90vsP10
Mexico (inc); 2014;0,11166;P90vsP10
Mexico (inc); 2016;0,11676;P90vsP10
Micronesia (country) (cons); 2005;0,14586;P90vsP10
Micronesia (country) (cons); 2013;0,13208;P90vsP10
Micronesia (country) (inc); 2000;0,02904;P90vsP10
Moldova (cons); 1997;0,1698;P90vsP10
Moldova (cons); 1998;0,15183;P90vsP10
Moldova (cons); 1999;0,14974;P90vsP10
Moldova (cons); 2000;0,18602;P90vsP10
Moldova (cons); 2001;0,17656;P90vsP10
Moldova (cons); 2002;0,19471;P90vsP10
Moldova (cons); 2003;0,21103;P90vsP10
Moldova (cons); 2004;0,20272;P90vsP10
Moldova (cons); 2005;0,19483;P90vsP10
Moldova (cons); 2006;0,19354;P90vsP10
Moldova (cons); 2007;0,20434;P90vsP10
Moldova (cons); 2008;0,20077;P90vsP10
Moldova (cons); 2009;0,21809;P90vsP10
Moldova (cons); 2010;0,23077;P90vsP10
Moldova (cons); 2011;0,24574;P90vsP10
Moldova (cons); 2012;0,26589;P90vsP10
Moldova (cons); 2013;0,27503;P90vsP10
Moldova (cons); 2014;0,3021;P90vsP10
Moldova (cons); 2015;0,29517;P90vsP10
Moldova (cons); 2016;0,30378;P90vsP10
Mongolia (cons); 1995;0,21779;P90vsP10
Mongolia (cons); 1998;0,22692;P90vsP10
Mongolia (cons); 2002;0,21522;P90vsP10
Mongolia (cons); 2008;0,20414;P90vsP10
Mongolia (cons); 2010;0,22363;P90vsP10
Mongolia (cons); 2011;0,22092;P90vsP10
Mongolia (cons); 2012;0,21763;P90vsP10
Mongolia (cons); 2014;0,22938;P90vsP10
Mongolia (cons); 2016;0,22987;P90vsP10
Montenegro (cons); 2005;0,24855;P90vsP10
Montenegro (cons); 2006;0,25077;P90vsP10
Montenegro (cons); 2007;0,23019;P90vsP10
Montenegro (cons); 2008;0,24385;P90vsP10
Montenegro (cons); 2009;0,22937;P90vsP10
Montenegro (cons); 2010;0,26336;P90vsP10
Montenegro (cons); 2011;0,23618;P90vsP10
Montenegro (cons); 2012;0,21473;P90vsP10
Montenegro (cons); 2013;0,21513;P90vsP10
Montenegro (cons); 2014;0,24234;P90vsP10
Morocco (cons); 1985;0,17253;P90vsP10
Morocco (cons); 1991;0,184;P90vsP10
Morocco (cons); 1999;0,17982;P90vsP10
Morocco (cons); 2001;0,17025;P90vsP10
Morocco (cons); 2007;0,16872;P90vsP10
Morocco (cons); 2014;0,17454;P90vsP10
Mozambique (cons); 1996;0,09776;P90vsP10
Mozambique (cons); 2003;0,13066;P90vsP10
Mozambique (cons); 2009;0,12518;P90vsP10
Mozambique (cons); 2014;0,09991;P90vsP10
Myanmar (cons); 2015;0,18833;P90vsP10
Namibia (cons); 2004;0,07599;P90vsP10
Namibia (cons); 2010;0,08232;P90vsP10
Namibia (cons); 2015;0,06463;P90vsP10
Nepal (cons); 1996;0,21241;P90vsP10
Nepal (cons); 2003;0,16576;P90vsP10
Nepal (cons); 2010;0,2363;P90vsP10
Nepal (inc); 1985;0,27411;P90vsP10
Netherlands (inc); 2004;0,23559;P90vsP10
Netherlands (inc); 2005;0,2506;P90vsP10
Netherlands (inc); 2006;0,24484;P90vsP10
Netherlands (inc); 2007;0,2488;P90vsP10
Netherlands (inc); 2008;0,2446;P90vsP10
Netherlands (inc); 2009;0,2657;P90vsP10
Netherlands (inc); 2010;0,26483;P90vsP10
Netherlands (inc); 2011;0,26619;P90vsP10
Netherlands (inc); 2012;0,26797;P90vsP10
Netherlands (inc); 2013;0,25915;P90vsP10
Netherlands (inc); 2014;0,254;P90vsP10
Netherlands (inc); 2015;0,25566;P90vsP10
Nicaragua (cons); 1993;0,10321;P90vsP10
Nicaragua (cons); 1998;0,13319;P90vsP10
Nicaragua (cons); 2001;0,14207;P90vsP10
Nicaragua (cons); 2005;0,16633;P90vsP10
Nicaragua (inc); 1993;0,03598;P90vsP10
Nicaragua (inc); 1998;0,06357;P90vsP10
Nicaragua (inc); 2001;0,09034;P90vsP10
Nicaragua (inc); 2005;0,11759;P90vsP10
Nicaragua (inc); 2009;0,13127;P90vsP10
Nicaragua (inc); 2014;0,12692;P90vsP10
Niger (cons); 1993;0,19741;P90vsP10
Niger (cons); 1994;0,1548;P90vsP10
Niger (cons); 2005;0,14477;P90vsP10
Niger (cons); 2007;0,20345;P90vsP10
Niger (cons); 2011;0,25268;P90vsP10
Niger (cons); 2014;0,21699;P90vsP10
Nigeria (cons); 1985;0,17124;P90vsP10
Nigeria (cons); 1992;0,09565;P90vsP10
